"","geneNames"
"13357","HHEX"
"13358","EXOC6"
"13359","CYP26C1"
"13360","MYOF"
"13361","CEP55"
"13362","FFAR4"
"13363","RBP4"
"13364","PDE6C"
"13365","FRA10AC1"
"13366","LGI1"
"13367","SLC35G1"
"13368","PLCE1"
"13369","AL139124.1"
"13370","NOC3L"
"13371","TBC1D12"
"13372","HELLS"
"13373","CYP2C8"
"13374","AL157834.1"
"13375","ACSM6"
"13376","AL157834.2"
"13377","PDLIM1"
"13378","SORBS1"
"13379","ALDH18A1"
"13380","TCTN3"
"13381","ENTPD1"
"13382","ENTPD1-AS1"
"13383","AL365273.2"
"13384","CC2D2B"
"13385","CCNJ"
"13386","ZNF518A"
"13387","BLNK"
"13388","AL136181.1"
"13389","DNTT"
"13390","TLL2"
"13391","TM9SF3"
"13392","PIK3AP1"
"13393","LCOR"
"13394","SLIT1"
"13395","ARHGAP19-SLIT1"
"13396","ARHGAP19"
"13397","FRAT1"
"13398","FRAT2"
"13399","RRP12"
"13400","AL355490.2"
"13401","PGAM1"
"13402","EXOSC1"
"13403","ZDHHC16"
"13404","MMS19"
"13405","UBTD1"
"13406","HOGA1"
"13407","MORN4"
"13408","PI4K2A"
"13409","AVPI1"
"13410","MARVELD1"
"13411","ZFYVE27"
"13412","SFRP5"
"13413","LINC00866"
"13414","GOLGA7B"
"13415","R3HCC1L"
"13416","LOXL4"
"13417","AL139241.1"
"13418","PYROXD2"
"13419","HPS1"
"13420","HPSE2"
"13421","CNNM1"
"13422","GOT1"
"13423","AL391684.1"
"13424","LINC01475"
"13425","NKX2-3"
"13426","SLC25A28"
"13427","AL353719.1"
"13428","AL133353.1"
"13429","ENTPD7"
"13430","CUTC"
"13431","COX15"
"13432","ABCC2"
"13433","DNMBP"
"13434","DNMBP-AS1"
"13435","ERLIN1"
"13436","CHUK"
"13437","AL138921.2"
"13438","AL138921.1"
"13439","CWF19L1"
"13440","BLOC1S2"
"13441","PKD2L1"
"13442","SCD"
"13443","OLMALINC"
"13444","SEC31B"
"13445","AL133352.1"
"13446","NDUFB8"
"13447","HIF1AN"
"13448","PAX2"
"13449","AL138762.1"
"13450","SLF2"
"13451","AL133215.3"
"13452","MRPL43"
"13453","SEMA4G"
"13454","AL133215.1"
"13455","TWNK"
"13456","LZTS2"
"13457","PDZD7"
"13458","SFXN3"
"13459","AL133215.2"
"13460","KAZALD1"
"13461","AL133387.2"
"13462","BTRC"
"13463","DPCD"
"13464","POLL"
"13465","FBXW4"
"13466","NPM3"
"13467","OGA"
"13468","KCNIP2-AS1"
"13469","KCNIP2"
"13470","ARMH3"
"13471","HPS6"
"13472","LDB1"
"13473","PPRC1"
"13474","NOLC1"
"13475","ELOVL3"
"13476","GBF1"
"13477","NFKB2"
"13478","PSD"
"13479","FBXL15"
"13480","CUEDC2"
"13481","C10orf95"
"13482","MFSD13A"
"13483","ACTR1A"
"13484","AL121928.1"
"13485","SUFU"
"13486","TRIM8"
"13487","AL391121.1"
"13488","ARL3"
"13489","SFXN2"
"13490","WBP1L"
"13491","CYP17A1"
"13492","CYP17A1-AS1"
"13493","AL358790.1"
"13494","BORCS7"
"13495","AL356608.1"
"13496","CNNM2"
"13497","NT5C2"
"13498","RPEL1"
"13499","PCGF6"
"13500","TAF5"
"13501","ATP5MD"
"13502","PDCD11"
"13503","CALHM2"
"13504","AL139339.2"
"13505","AL139339.1"
"13506","CALHM1"
"13507","CALHM3"
"13508","NEURL1"
"13509","SH3PXD2A"
"13510","AL121929.2"
"13511","SH3PXD2A-AS1"
"13512","STN1"
"13513","SLK"
"13514","COL17A1"
"13515","SFR1"
"13516","CFAP43"
"13517","GSTO1"
"13518","GSTO2"
"13519","ITPRIP"
"13520","AL162742.1"
"13521","CFAP58-DT"
"13522","CFAP58"
"13523","SORCS3"
"13524","LINC01435"
"13525","AL353740.1"
"13526","XPNPEP1"
"13527","ADD3"
"13528","MXI1"
"13529","AL360182.2"
"13530","SMNDC1"
"13531","AL355512.1"
"13532","DUSP5"
"13533","SMC3"
"13534","RBM20"
"13535","AL136368.1"
"13536","PDCD4-AS1"
"13537","PDCD4"
"13538","BBIP1"
"13539","AL158163.2"
"13540","AL158163.1"
"13541","SHOC2"
"13542","ADRA2A"
"13543","GPAM"
"13544","ACSL5"
"13545","AL157786.1"
"13546","ZDHHC6"
"13547","VTI1A"
"13548","AL139120.1"
"13549","TCF7L2"
"13550","AL158212.2"
"13551","CASP7"
"13552","PLEKHS1"
"13553","DCLRE1A"
"13554","NHLRC2"
"13555","ADRB1"
"13556","CCDC186"
"13557","TDRD1"
"13558","VWA2"
"13559","AFAP1L2"
"13560","ABLIM1"
"13561","AL137025.1"
"13562","FAM160B1"
"13563","TRUB1"
"13564","AL355340.1"
"13565","ATRNL1"
"13566","PNLIPRP1"
"13567","HSPA12A"
"13568","ENO4"
"13569","SHTN1"
"13570","AL731557.1"
"13571","SLC18A2"
"13572","AL391988.1"
"13573","PDZD8"
"13574","EMX2OS"
"13575","RAB11FIP2"
"13576","AC022395.1"
"13577","CASC2"
"13578","FAM204A"
"13579","LINC00867"
"13580","PRLHR"
"13581","CACUL1"
"13582","NANOS1"
"13583","EIF3A"
"13584","FAM45A"
"13585","SFXN4"
"13586","PRDX3"
"13587","GRK5"
"13588","AL583824.1"
"13589","RGS10"
"13590","TIAL1"
"13591","BAG3"
"13592","INPP5F"
"13593","MCMBP"
"13594","SEC23IP"
"13595","WDR11-AS1"
"13596","WDR11"
"13597","AC010998.2"
"13598","FGFR2"
"13599","ATE1"
"13600","AL731566.2"
"13601","NSMCE4A"
"13602","AL731566.1"
"13603","TACC2"
"13604","PLEKHA1"
"13605","ARMS2"
"13606","HTRA1"
"13607","CUZD1"
"13608","FAM24B"
"13609","C10orf88"
"13610","PSTK"
"13611","IKZF5"
"13612","ACADSB"
"13613","HMX2"
"13614","BUB3"
"13615","AL160290.2"
"13616","CHST15"
"13617","OAT"
"13618","LHPP"
"13619","AC068896.1"
"13620","FAM53B"
"13621","AL513190.1"
"13622","FAM53B-AS1"
"13623","EEF1AKMT2"
"13624","ABRAXAS2"
"13625","ZRANB1"
"13626","AL731577.1"
"13627","CTBP2"
"13628","AL731571.1"
"13629","AL157888.1"
"13630","AL158835.1"
"13631","EDRF1"
"13632","EDRF1-AS1"
"13633","MMP21"
"13634","UROS"
"13635","BCCIP"
"13636","DHX32"
"13637","FANK1"
"13638","ADAM12"
"13639","DOCK1"
"13640","FAM196A"
"13641","CLRN3"
"13642","PTPRE"
"13643","AL158166.2"
"13644","MKI67"
"13645","AL390763.2"
"13646","AL390763.1"
"13647","MGMT"
"13648","AL157832.2"
"13649","AL157832.1"
"13650","AL157832.3"
"13651","EBF3"
"13652","AL354950.2"
"13653","AL354950.1"
"13654","C10orf143"
"13655","GLRX3"
"13656","TCERG1L"
"13657","PPP2R2D"
"13658","BNIP3"
"13659","AL162274.2"
"13660","AL162274.1"
"13661","JAKMIP3"
"13662","AL512622.1"
"13663","DPYSL4"
"13664","STK32C"
"13665","LRRC27"
"13666","PWWP2B"
"13667","AL451069.2"
"13668","AL451069.3"
"13669","C10orf91"
"13670","AL451069.1"
"13671","INPP5A"
"13672","NKX6-2"
"13673","CFAP46"
"13674","KNDC1"
"13675","UTF1"
"13676","VENTX"
"13677","AL592071.1"
"13678","ADAM8"
"13679","TUBGCP2"
"13680","AL360181.2"
"13681","ZNF511"
"13682","CALY"
"13683","PRAP1"
"13684","FUOM"
"13685","ECHS1"
"13686","AL360181.4"
"13687","PAOX"
"13688","AL360181.3"
"13689","MTG1"
"13690","SCART1"
"13691","CYP2E1"
"13692","AL161645.1"
"13693","SYCE1"
"13694","IQSEC3"
"13695","AC026369.3"
"13696","AC026369.1"
"13697","AC007406.3"
"13698","SLC6A12"
"13699","SLC6A13"
"13700","KDM5A"
"13701","CCDC77"
"13702","B4GALNT3"
"13703","NINJ2"
"13704","AC021054.1"
"13705","LINC02455"
"13706","WNK1"
"13707","RAD52"
"13708","AC004803.1"
"13709","ERC1"
"13710","AC004672.1"
"13711","LINC00942"
"13712","WNT5B"
"13713","FBXL14"
"13714","ADIPOR2"
"13715","CACNA2D4"
"13716","AC005342.2"
"13717","LINC00940"
"13718","DCP1B"
"13719","CACNA1C"
"13720","AC005342.1"
"13721","CACNA1C-AS2"
"13722","CACNA1C-AS1"
"13723","FKBP4"
"13724","ITFG2-AS1"
"13725","AC005841.1"
"13726","ITFG2"
"13727","NRIP2"
"13728","TEX52"
"13729","FOXM1"
"13730","RHNO1"
"13731","TULP3"
"13732","AC125807.2"
"13733","TSPAN9"
"13734","PRMT8"
"13735","CRACR2A"
"13736","AC006207.1"
"13737","PARP11"
"13738","AC005842.1"
"13739","CCND2"
"13740","TIGAR"
"13741","FGF23"
"13742","C12orf4"
"13743","RAD51AP1"
"13744","DYRK4"
"13745","AKAP3"
"13746","NDUFA9"
"13747","AC005833.1"
"13748","GALNT8"
"13749","KCNA1"
"13750","KCNA5"
"13751","AC006206.1"
"13752","AC007848.1"
"13753","ANO2"
"13754","VWF"
"13755","CD9"
"13756","PLEKHG6"
"13757","TNFRSF1A"
"13758","SCNN1A"
"13759","LTBR"
"13760","AC005840.2"
"13761","CD27"
"13762","TAPBPL"
"13763","VAMP1"
"13764","AC005840.4"
"13765","MRPL51"
"13766","NCAPD2"
"13767","AC006064.3"
"13768","GAPDH"
"13769","AC006064.4"
"13770","IFFO1"
"13771","AC006064.1"
"13772","NOP2"
"13773","CHD4"
"13774","AC006064.2"
"13775","LPAR5"
"13776","ACRBP"
"13777","ING4"
"13778","ZNF384"
"13779","PIANP"
"13780","COPS7A"
"13781","AC125494.2"
"13782","MLF2"
"13783","PTMS"
"13784","LAG3"
"13785","CD4"
"13786","GPR162"
"13787","P3H3"
"13788","GNB3"
"13789","CDCA3"
"13790","USP5"
"13791","TPI1"
"13792","SPSB2"
"13793","LRRC23"
"13794","U47924.3"
"13795","ENO2"
"13796","ATN1"
"13797","C12orf57"
"13798","U47924.2"
"13799","PTPN6"
"13800","MIR200CHG"
"13801","U47924.1"
"13802","PHB2"
"13803","EMG1"
"13804","EMG1.1"
"13805","LPCAT3"
"13806","C1S"
"13807","C1R"
"13808","C1RL"
"13809","C1RL-AS1"
"13810","AC233309.1"
"13811","RBP5"
"13812","AC018653.3"
"13813","CLSTN3"
"13814","PEX5"
"13815","CD163L1"
"13816","CD163"
"13817","DPPA3"
"13818","CLEC4C"
"13819","NANOGNB"
"13820","NANOG"
"13821","SLC2A14"
"13822","SLC2A3"
"13823","AC006511.4"
"13824","FOXJ2"
"13825","C3AR1"
"13826","NECAP1"
"13827","CLEC4A"
"13828","FAM66C"
"13829","AC092111.2"
"13830","AC092111.1"
"13831","FAM90A1"
"13832","LINC02449"
"13833","LINC00937"
"13834","AC092745.1"
"13835","CLEC6A"
"13836","CLEC4D"
"13837","CLEC4E"
"13838","AC092746.1"
"13839","AICDA"
"13840","MFAP5"
"13841","AC092490.2"
"13842","RIMKLB"
"13843","AC092490.1"
"13844","A2ML1-AS2"
"13845","A2ML1"
"13846","AC006581.2"
"13847","PHC1"
"13848","M6PR"
"13849","KLRG1"
"13850","AC006581.1"
"13851","A2M-AS1"
"13852","A2M"
"13853","PZP"
"13854","LINC00987"
"13855","AC010175.1"
"13856","LINC02367"
"13857","KLRB1"
"13858","AC010186.1"
"13859","CLEC2D"
"13860","LINC02390"
"13861","CLECL1"
"13862","CD69"
"13863","KLRF1"
"13864","CLEC2B"
"13865","AC091814.1"
"13866","LINC02470"
"13867","CLEC12A-AS1"
"13868","CLEC12A"
"13869","CLEC1B"
"13870","CLEC12B"
"13871","AC024224.2"
"13872","CLEC9A"
"13873","CLEC1A"
"13874","CLEC7A"
"13875","OLR1"
"13876","TMEM52B"
"13877","GABARAPL1"
"13878","AC115676.1"
"13879","KLRD1"
"13880","AC022075.3"
"13881","AC022075.2"
"13882","AC022075.1"
"13883","KLRK1"
"13884","KLRC4-KLRK1"
"13885","KLRC4"
"13886","AC068775.1"
"13887","KLRC3"
"13888","KLRC2"
"13889","KLRC1"
"13890","EIF2S3B"
"13891","LINC02446"
"13892","MAGOHB"
"13893","STYK1"
"13894","YBX3"
"13895","TAS2R8"
"13896","TAS2R9"
"13897","PRH1"
"13898","TAS2R10"
"13899","PRR4"
"13900","AC018630.2"
"13901","AC006518.7"
"13902","TAS2R13"
"13903","PRH2"
"13904","TAS2R14"
"13905","TAS2R50"
"13906","TAS2R20"
"13907","TAS2R19"
"13908","TAS2R31"
"13909","TAS2R46"
"13910","TAS2R43"
"13911","TAS2R30"
"13912","SMIM10L1"
"13913","TAS2R42"
"13914","AC244131.2"
"13915","PRB3"
"13916","AC007450.1"
"13917","LINC01252"
"13918","ETV6"
"13919","BCL2L14"
"13920","LRP6"
"13921","MANSC1"
"13922","LOH12CR2"
"13923","BORCS5"
"13924","DUSP16"
"13925","AC007619.1"
"13926","CREBL2"
"13927","AC008115.4"
"13928","GPR19"
"13929","CDKN1B"
"13930","AC008115.1"
"13931","APOLD1"
"13932","DDX47"
"13933","GPRC5D-AS1"
"13934","GPRC5D"
"13935","HEBP1"
"13936","AC023790.2"
"13937","FAM234B"
"13938","GSG1"
"13939","EMP1"
"13940","AC092112.1"
"13941","ATF7IP"
"13942","PLBD1"
"13943","PLBD1-AS1"
"13944","GUCY2C"
"13945","AC010168.1"
"13946","HIST4H4"
"13947","H2AFJ"
"13948","WBP11"
"13949","C12orf60"
"13950","ART4"
"13951","AC007655.1"
"13952","MGP"
"13953","ERP27"
"13954","ARHGDIB"
"13955","PDE6H"
"13956","RERG"
"13957","PTPRO"
"13958","EPS8"
"13959","STRAP"
"13960","DERA"
"13961","MGST1"
"13962","AC007529.2"
"13963","PLEKHA5"
"13964","AEBP2"
"13965","PDE3A"
"13966","SLCO1A2"
"13967","IAPP"
"13968","PYROXD1"
"13969","RECQL"
"13970","GOLT1B"
"13971","SPX"
"13972","GYS2"
"13973","LDHB"
"13974","KCNJ8"
"13975","CMAS"
"13976","ST8SIA1"
"13977","AC087318.1"
"13978","C2CD5"
"13979","AC053513.1"
"13980","AC087241.3"
"13981","ETNK1"
"13982","AC084816.1"
"13983","SOX5"
"13984","BCAT1"
"13985","C12orf77"
"13986","LRMP"
"13987","AC023510.1"
"13988","AC023510.2"
"13989","CASC1"
"13990","ETFRF1"
"13991","KRAS"
"13992","AC092794.1"
"13993","AC092794.2"
"13994","AC087239.1"
"13995","LMNTD1"
"13996","RASSF8-AS1"
"13997","RASSF8"
"13998","BHLHE41"
"13999","SSPN"
"14000","AC024145.1"
"14001","ITPR2"
"14002","AC023051.1"
"14003","INTS13"
"14004","FGFR1OP2"
"14005","AC024896.1"
"14006","TM7SF3"
"14007","MED21"
"14008","AC092747.4"
"14009","C12orf71"
"14010","STK38L"
"14011","ARNTL2"
"14012","PPFIBP1"
"14013","AC009509.1"
"14014","REP15"
"14015","AC009509.4"
"14016","MRPS35"
"14017","MANSC4"
"14018","AC009511.2"
"14019","KLHL42"
"14020","PTHLH"
"14021","CCDC91"
"14022","AC022364.1"
"14023","AC022079.2"
"14024","AC012150.1"
"14025","FAR2"
"14026","AC012150.2"
"14027","AC009318.4"
"14028","AC009318.1"
"14029","AC009318.3"
"14030","AC009318.2"
"14031","ERGIC2"
"14032","OVCH1-AS1"
"14033","OVCH1"
"14034","TMTC1"
"14035","IPO8"
"14036","CAPRIN2"
"14037","AC010198.1"
"14038","LINC00941"
"14039","DDX11-AS1"
"14040","DDX11"
"14041","SINHCAF"
"14042","AC024940.1"
"14043","LINC02387"
"14044","DENND5B"
"14045","DENND5B-AS1"
"14046","ETFBKMT"
"14047","AMN1"
"14048","AC023157.3"
"14049","H3F3C"
"14050","LINC02422"
"14051","KIAA1551"
"14052","AC016957.2"
"14053","BICD1"
"14054","FGD4"
"14055","DNM1L"
"14056","AC084824.5"
"14057","YARS2"
"14058","PKP2"
"14059","ALG10"
"14060","AC046130.1"
"14061","AC046130.2"
"14062","AC140847.2"
"14063","ALG10B"
"14064","AC087897.2"
"14065","CPNE8"
"14066","AC067735.1"
"14067","KIF21A"
"14068","ABCD2"
"14069","C12orf40"
"14070","SLC2A13"
"14071","LINC02555"
"14072","LINC02471"
"14073","AC079630.1"
"14074","LRRK2"
"14075","AC090630.1"
"14076","GXYLT1"
"14077","YAF2"
"14078","PPHLN1"
"14079","ZCRB1"
"14080","PRICKLE1"
"14081","AC079601.1"
"14082","PUS7L"
"14083","IRAK4"
"14084","TWF1"
"14085","TMEM117"
"14086","AC025253.1"
"14087","NELL2"
"14088","ANO6"
"14089","AC079950.1"
"14090","AC008124.1"
"14091","ARID2"
"14092","SCAF11"
"14093","SLC38A1"
"14094","SLC38A2"
"14095","AC025031.2"
"14096","AC008014.1"
"14097","AC025031.1"
"14098","AC025031.4"
"14099","AC008035.1"
"14100","SLC38A4"
"14101","AC079906.1"
"14102","AMIGO2"
"14103","PCED1B"
"14104","AC008083.1"
"14105","AC008083.2"
"14106","AC008083.3"
"14107","RPAP3"
"14108","AC004241.1"
"14109","ENDOU"
"14110","AC004241.2"
"14111","RAPGEF3"
"14112","SLC48A1"
"14113","HDAC7"
"14114","AC004466.1"
"14115","AC004466.3"
"14116","VDR"
"14117","AC121338.1"
"14118","AC121338.2"
"14119","TMEM106C"
"14120","AC004801.6"
"14121","SENP1"
"14122","PFKM"
"14123","ASB8"
"14124","AC074029.3"
"14125","CCDC184"
"14126","AC024257.3"
"14127","OR10AD1"
"14128","AC024257.5"
"14129","H1FNT"
"14130","ZNF641"
"14131","AC090115.1"
"14132","AC024257.4"
"14133","C12orf54"
"14134","KANSL2"
"14135","CCNT1"
"14136","ADCY6"
"14137","AC117498.2"
"14138","CACNB3"
"14139","DDX23"
"14140","RND1"
"14141","AC073610.3"
"14142","CCDC65"
"14143","FKBP11"
"14144","ARF3"
"14145","WNT10B"
"14146","WNT1"
"14147","DDN"
"14148","DDN-AS1"
"14149","PRKAG1"
"14150","KMT2D"
"14151","RHEBL1"
"14152","DHH"
"14153","LMBR1L"
"14154","AC011603.2"
"14155","TUBA1B"
"14156","TUBA1A"
"14157","TUBA1C"
"14158","AC010173.1"
"14159","PRPH"
"14160","TROAP"
"14161","DNAJC22"
"14162","SPATS2"
"14163","KCNH3"
"14164","MCRS1"
"14165","PRPF40B"
"14166","AC020612.3"
"14167","FAM186B"
"14168","FMNL3"
"14169","TMBIM6"
"14170","NCKAP5L"
"14171","BCDIN3D-AS1"
"14172","BCDIN3D"
"14173","FAIM2"
"14174","LINC02395"
"14175","AQP6"
"14176","RACGAP1"
"14177","ASIC1"
"14178","SMARCD1"
"14179","GPD1"
"14180","COX14"
"14181","AC074032.1"
"14182","CERS5"
"14183","LIMA1"
"14184","AC008147.1"
"14185","FAM186A"
"14186","LARP4"
"14187","DIP2B"
"14188","ATF1"
"14189","TMPRSS12"
"14190","METTL7A"
"14191","AC008121.2"
"14192","HIGD1C"
"14193","AC008121.3"
"14194","SLC11A2"
"14195","LETMD1"
"14196","CSRNP2"
"14197","TFCP2"
"14198","POU6F1"
"14199","DAZAP2"
"14200","SMAGP"
"14201","BIN2"
"14202","CELA1"
"14203","GALNT6"
"14204","SLC4A8"
"14205","AC107031.1"
"14206","SCN8A"
"14207","AC068987.2"
"14208","AC068987.5"
"14209","AC068987.3"
"14210","FIGNL2"
"14211","AC068987.4"
"14212","ACVRL1"
"14213","ACVR1B"
"14214","GRASP"
"14215","NR4A1"
"14216","AC025259.3"
"14217","ATG101"
"14218","AC025259.1"
"14219","AC078864.2"
"14220","AC078864.1"
"14221","LINC00592"
"14222","KRT80"
"14223","C12orf80"
"14224","KRT7"
"14225","KRT86"
"14226","KRT81"
"14227","KRT5"
"14228","KRT74"
"14229","KRT72"
"14230","KRT73-AS1"
"14231","KRT73"
"14232","KRT2"
"14233","KRT1"
"14234","KRT77"
"14235","KRT8"
"14236","KRT18"
"14237","EIF4B"
"14238","AC068888.1"
"14239","TNS2"
"14240","SPRYD3"
"14241","IGFBP6"
"14242","SOAT2"
"14243","CSAD"
"14244","ZNF740"
"14245","ITGB7"
"14246","RARG"
"14247","AC021072.1"
"14248","MFSD5"
"14249","ESPL1"
"14250","PFDN5"
"14251","AC073611.1"
"14252","C12orf10"
"14253","AAAS"
"14254","SP7"
"14255","SP1"
"14256","AMHR2"
"14257","PRR13"
"14258","PCBP2"
"14259","MAP3K12"
"14260","AC023509.4"
"14261","TARBP2"
"14262","AC023509.3"
"14263","NPFF"
"14264","ATF7"
"14265","AC023509.2"
"14266","ATP5MC2"
"14267","CALCOCO1"
"14268","HOXC4"
"14269","HOXC5"
"14270","AC023794.1"
"14271","AC023794.3"
"14272","AC023794.4"
"14273","SMUG1"
"14274","LINC02381"
"14275","AC023794.7"
"14276","AC023794.6"
"14277","CBX5"
"14278","AC078778.1"
"14279","HNRNPA1"
"14280","NFE2"
"14281","COPZ1"
"14282","AC079313.2"
"14283","AC079313.1"
"14284","GPR84"
"14285","ZNF385A"
"14286","ITGA5"
"14287","GTSF1"
"14288","NCKAP1L"
"14289","AC068789.1"
"14290","PDE1B"
"14291","MUCL1"
"14292","TESPA1"
"14293","OR6C75"
"14294","AC122685.1"
"14295","OR6C4"
"14296","OR2AP1"
"14297","AC009779.5"
"14298","METTL7B"
"14299","ITGA7"
"14300","AC009779.3"
"14301","BLOC1S1"
"14302","RDH5"
"14303","CD63"
"14304","AC009779.2"
"14305","GDF11"
"14306","SARNP"
"14307","AC023055.1"
"14308","ORMDL2"
"14309","DNAJC14"
"14310","MMP19"
"14311","PYM1"
"14312","DGKA"
"14313","PMEL"
"14314","CDK2"
"14315","AC025162.1"
"14316","RAB5B"
"14317","SUOX"
"14318","IKZF4"
"14319","AC034102.8"
"14320","AC034102.3"
"14321","RPS26"
"14322","ERBB3"
"14323","PA2G4"
"14324","AC034102.4"
"14325","RPL41"
"14326","ZC3H10"
"14327","ESYT1"
"14328","AC034102.7"
"14329","AC034102.6"
"14330","AC034102.5"
"14331","MYL6B"
"14332","MYL6"
"14333","SMARCC2"
"14334","RNF41"
"14335","NABP2"
"14336","SLC39A5"
"14337","ANKRD52"
"14338","COQ10A"
"14339","AC073896.5"
"14340","CS"
"14341","AC073896.1"
"14342","AC073896.2"
"14343","AC073896.3"
"14344","CNPY2"
"14345","PAN2"
"14346","IL23A"
"14347","STAT2"
"14348","APOF"
"14349","AC024884.2"
"14350","TIMELESS"
"14351","MIP"
"14352","SPRYD4"
"14353","GLS2"
"14354","RBMS2"
"14355","BAZ2A"
"14356","ATP5F1B"
"14357","PTGES3"
"14358","NACA"
"14359","PRIM1"
"14360","HSD17B6"
"14361","RDH16"
"14362","ZBTB39"
"14363","TAC3"
"14364","MYO1A"
"14365","NEMP1"
"14366","NAB2"
"14367","STAT6"
"14368","LRP1"
"14369","LRP1-AS"
"14370","NXPH4"
"14371","SHMT2"
"14372","AC137834.2"
"14373","NDUFA4L2"
"14374","STAC3"
"14375","R3HDM2"
"14376","AC126614.1"
"14377","INHBC"
"14378","INHBE"
"14379","GLI1"
"14380","ARHGAP9"
"14381","MARS"
"14382","DDIT3"
"14383","MBD6"
"14384","DCTN2"
"14385","KIF5A"
"14386","PIP4K2C"
"14387","DTX3"
"14388","ARHGEF25"
"14389","OS9"
"14390","AC025165.2"
"14391","AGAP2"
"14392","AGAP2-AS1"
"14393","TSPAN31"
"14394","CDK4"
"14395","MARCH9"
"14396","CYP27B1"
"14397","METTL1"
"14398","EEF1AKMT3"
"14399","TSFM"
"14400","AVIL"
"14401","AC025165.5"
"14402","AC025165.4"
"14403","CTDSP2"
"14404","AC083805.2"
"14405","AC083805.1"
"14406","AC084033.3"
"14407","ATP23"
"14408","SLC16A7"
"14409","AC080011.1"
"14410","FAM19A2"
"14411","USP15"
"14412","MON2"
"14413","AC079035.1"
"14414","LINC01465"
"14415","AC048341.1"
"14416","AC048341.2"
"14417","PPM1H"
"14418","AVPR1A"
"14419","DPY19L2"
"14420","AC084357.2"
"14421","RXYLT1"
"14422","SRGAP1"
"14423","AC025576.1"
"14424","C12orf66"
"14425","C12orf56"
"14426","XPOT"
"14427","AC135279.3"
"14428","TBK1"
"14429","RASSF3"
"14430","AC078962.4"
"14431","AC078962.3"
"14432","GNS"
"14433","AC025262.1"
"14434","TBC1D30"
"14435","LEMD3"
"14436","MSRB3"
"14437","AC025419.1"
"14438","HMGA2"
"14439","AC090673.1"
"14440","LLPH"
"14441","AC078927.1"
"14442","LLPH-DT"
"14443","TMBIM4"
"14444","IRAK3"
"14445","HELB"
"14446","GRIP1"
"14447","CAND1"
"14448","LINC02408"
"14449","DYRK2"
"14450","AC078777.1"
"14451","LINC02421"
"14452","LINC01479"
"14453","IFNG-AS1"
"14454","IFNG"
"14455","IL26"
"14456","MDM1"
"14457","LINC02384"
"14458","AC008033.3"
"14459","RAP1B"
"14460","AC090061.1"
"14461","NUP107"
"14462","SLC35E3"
"14463","MDM2"
"14464","AC025423.1"
"14465","AC025423.4"
"14466","CPM"
"14467","CPSF6"
"14468","AC020656.2"
"14469","LYZ"
"14470","AC020656.1"
"14471","YEATS4"
"14472","LINC02373"
"14473","FRS2"
"14474","CCT2"
"14475","BEST3"
"14476","AC025263.1"
"14477","RAB3IP"
"14478","MYRFL"
"14479","AC025159.1"
"14480","LINC01481"
"14481","CNOT2"
"14482","KCNMB4"
"14483","AC025569.1"
"14484","PTPRB"
"14485","AC083809.1"
"14486","PTPRR"
"14487","LGR5"
"14488","ZFC3H1"
"14489","THAP2"
"14490","TMEM19"
"14491","AC011601.1"
"14492","RAB21"
"14493","AC089984.1"
"14494","TBC1D15"
"14495","TPH2"
"14496","TRHDE"
"14497","ATXN7L3B"
"14498","AC025257.1"
"14499","AC073525.1"
"14500","KCNC2"
"14501","CAPS2"
"14502","GLIPR1L1"
"14503","GLIPR1L2"
"14504","GLIPR1"
"14505","AC121761.1"
"14506","KRR1"
"14507","PHLDA1"
"14508","AC011611.4"
"14509","NAP1L1"
"14510","BBS10"
"14511","OSBPL8"
"14512","AC107032.2"
"14513","ZDHHC17"
"14514","CSRP2"
"14515","E2F7"
"14516","NAV3"
"14517","SYT1"
"14518","AC027288.3"
"14519","PAWR"
"14520","PPP1R12A"
"14521","AC073569.1"
"14522","LIN7A"
"14523","ACSS3"
"14524","CCDC59"
"14525","METTL25"
"14526","AC089998.4"
"14527","AC089998.1"
"14528","TMTC2"
"14529","RASSF9"
"14530","MGAT4C"
"14531","C12orf50"
"14532","C12orf29"
"14533","CEP290"
"14534","TMTC3"
"14535","KITLG"
"14536","LINC02458"
"14537","DUSP6"
"14538","AC024909.2"
"14539","AC010201.2"
"14540","AC010201.1"
"14541","POC1B"
"14542","GALNT4"
"14543","POC1B-GALNT4"
"14544","POC1B-AS1"
"14545","AC025034.1"
"14546","ATP2B1"
"14547","ATP2B1-AS1"
"14548","AC084200.1"
"14549","LINC02399"
"14550","AC126178.1"
"14551","AC126175.1"
"14552","LINC02404"
"14553","BTG1"
"14554","AC025164.1"
"14555","LINC02391"
"14556","CLLU1OS"
"14557","AC063949.2"
"14558","LINC02397"
"14559","C12orf74"
"14560","PLEKHG7"
"14561","EEA1"
"14562","LINC02413"
"14563","AC138123.1"
"14564","AC124947.1"
"14565","NUDT4"
"14566","UBE2N"
"14567","MRPL42"
"14568","SOCS2"
"14569","CRADD"
"14570","AC012085.2"
"14571","AC012464.3"
"14572","PLXNC1"
"14573","AC073655.1"
"14574","AC073655.2"
"14575","CEP83"
"14576","CEP83-DT"
"14577","TMCC3"
"14578","NDUFA12"
"14579","NR2C1"
"14580","FGD6"
"14581","VEZT"
"14582","METAP2"
"14583","USP44"
"14584","NTN4"
"14585","SNRPF"
"14586","CCDC38"
"14587","AMDHD1"
"14588","HAL"
"14589","AC007298.2"
