"","geneNames"
"14590","LTA4H"
"14591","AC007298.1"
"14592","LINC02452"
"14593","ELK3"
"14594","AC008149.1"
"14595","CDK17"
"14596","CFAP54"
"14597","NEDD1"
"14598","LINC02453"
"14599","TMPO-AS1"
"14600","TMPO"
"14601","SLC25A3"
"14602","IKBIP"
"14603","APAF1"
"14604","ANKS1B"
"14605","UHRF1BP1L"
"14606","AC010203.2"
"14607","ACTR6"
"14608","DEPDC4"
"14609","SCYL2"
"14610","GAS2L3"
"14611","UTP20"
"14612","ARL1"
"14613","SPIC"
"14614","MYBPC1"
"14615","AC010205.1"
"14616","CHPT1"
"14617","SYCP3"
"14618","GNPTAB"
"14619","DRAM1"
"14620","AC079907.2"
"14621","WASHC3"
"14622","AC079907.1"
"14623","NUP37"
"14624","PARPBP"
"14625","PMCH"
"14626","IGF1"
"14627","LINC00485"
"14628","PAH"
"14629","AC068643.1"
"14630","C12orf42"
"14631","AC025265.1"
"14632","NT5DC3"
"14633","AC012555.2"
"14634","HSP90B1"
"14635","C12orf73"
"14636","TDG"
"14637","GLT8D2"
"14638","HCFC2"
"14639","NFYB"
"14640","TXNRD1"
"14641","EID3"
"14642","CHST11"
"14643","SLC41A2"
"14644","C12orf45"
"14645","ALDH1L2"
"14646","AC016257.1"
"14647","WASHC4"
"14648","APPL2"
"14649","C12orf75"
"14650","AC011313.1"
"14651","NUAK1"
"14652","CKAP4"
"14653","AC079174.2"
"14654","TCP11L2"
"14655","POLR3B"
"14656","AC079385.1"
"14657","RFX4"
"14658","AC079385.2"
"14659","AC079385.3"
"14660","RIC8B"
"14661","AC007541.1"
"14662","TMEM263"
"14663","MTERF2"
"14664","CRY1"
"14665","BTBD11"
"14666","PWP1"
"14667","PRDM4"
"14668","AC007622.2"
"14669","ASCL4"
"14670","WSCD2"
"14671","CMKLR1"
"14672","FICD"
"14673","SART3"
"14674","ISCU"
"14675","TMEM119"
"14676","SELPLG"
"14677","AC007569.1"
"14678","CORO1C"
"14679","SSH1"
"14680","SVOP"
"14681","USP30"
"14682","USP30-AS1"
"14683","ALKBH2"
"14684","UNG"
"14685","ACACB"
"14686","MYO1H"
"14687","AC007570.1"
"14688","KCTD10"
"14689","UBE3B"
"14690","MMAB"
"14691","MVK"
"14692","FAM222A"
"14693","TRPV4"
"14694","GLTP"
"14695","AC007834.1"
"14696","TCHP"
"14697","GIT2"
"14698","AC084876.1"
"14699","ANKRD13A"
"14700","C12orf76"
"14701","IFT81"
"14702","ATP2A2"
"14703","ANAPC7"
"14704","ARPC3"
"14705","GPN3"
"14706","FAM216A"
"14707","VPS29"
"14708","RAD9B"
"14709","PPTC7"
"14710","TCTN1"
"14711","HVCN1"
"14712","PPP1CC"
"14713","CCDC63"
"14714","MYL2"
"14715","AC002351.1"
"14716","CUX2"
"14717","PHETA1"
"14718","LINC02356"
"14719","SH2B3"
"14720","ATXN2"
"14721","ATXN2-AS"
"14722","BRAP"
"14723","ACAD10"
"14724","ALDH2"
"14725","MAPKAPK5-AS1"
"14726","MAPKAPK5"
"14727","TMEM116"
"14728","ERP29"
"14729","AC073575.2"
"14730","NAA25"
"14731","AC073575.1"
"14732","TRAFD1"
"14733","HECTD4"
"14734","AC004217.1"
"14735","RPL6"
"14736","PTPN11"
"14737","RPH3A"
"14738","OAS1"
"14739","OAS3"
"14740","OAS2"
"14741","DTX1"
"14742","RASAL1"
"14743","CFAP73"
"14744","DDX54"
"14745","RITA1"
"14746","IQCD"
"14747","TPCN1"
"14748","SLC8B1"
"14749","PLBD2"
"14750","SDS"
"14751","SDSL"
"14752","LINC01234"
"14753","RBM19"
"14754","AC073863.1"
"14755","AC078880.4"
"14756","MED13L"
"14757","AC012157.1"
"14758","MAP1LC3B2"
"14759","AC125603.4"
"14760","AC125603.1"
"14761","C12orf49"
"14762","RNFT2"
"14763","AC083806.3"
"14764","HRK"
"14765","FBXW8"
"14766","AC083806.2"
"14767","AC127164.1"
"14768","TESC"
"14769","TESC-AS1"
"14770","FBXO21"
"14771","NOS1"
"14772","KSR2"
"14773","RFC5"
"14774","AC131159.2"
"14775","WSB2"
"14776","VSIG10"
"14777","AC131238.1"
"14778","PEBP1"
"14779","TAOK3"
"14780","AC026367.1"
"14781","SUDS3"
"14782","AC026367.3"
"14783","AC026367.2"
"14784","AC002070.1"
"14785","TMEM233"
"14786","PRKAB1"
"14787","CIT"
"14788","BICDL1"
"14789","RAB35"
"14790","AC004812.2"
"14791","GCN1"
"14792","RPLP0"
"14793","PXN-AS1"
"14794","PXN"
"14795","AC004263.1"
"14796","SIRT4"
"14797","PLA2G1B"
"14798","MSI1"
"14799","COX6A1"
"14800","TRIAP1"
"14801","GATC"
"14802","SRSF9"
"14803","DYNLL1"
"14804","NRAV"
"14805","AC063943.1"
"14806","COQ5"
"14807","RNF10"
"14808","POP5"
"14809","CABP1"
"14810","MLEC"
"14811","AC069234.2"
"14812","AC069234.5"
"14813","AC069234.4"
"14814","UNC119B"
"14815","ACADS"
"14816","AC069234.1"
"14817","SPPL3"
"14818","HNF1A"
"14819","C12orf43"
"14820","OASL"
"14821","P2RX7"
"14822","AC069209.1"
"14823","P2RX4"
"14824","CAMKK2"
"14825","ANAPC5"
"14826","AC048337.1"
"14827","RNF34"
"14828","KDM2B"
"14829","AC145422.1"
"14830","ORAI1"
"14831","MORN3"
"14832","TMEM120B"
"14833","RHOF"
"14834","LINC01089"
"14835","AC084018.1"
"14836","AC084018.2"
"14837","SETD1B"
"14838","HPD"
"14839","AC069503.3"
"14840","PSMD9"
"14841","AC069503.2"
"14842","WDR66"
"14843","AC069503.1"
"14844","BCL7A"
"14845","MLXIP"
"14846","LRRC43"
"14847","B3GNT4"
"14848","DIABLO"
"14849","DIABLO.1"
"14850","VPS33A"
"14851","CLIP1"
"14852","CLIP1-AS1"
"14853","ZCCHC8"
"14854","AC127002.1"
"14855","RSRC2"
"14856","KNTC1"
"14857","AC026333.4"
"14858","HCAR2"
"14859","HCAR3"
"14860","HCAR1"
"14861","DENR"
"14862","CCDC62"
"14863","HIP1R"
"14864","VPS37B"
"14865","AC027290.1"
"14866","ABCB9"
"14867","OGFOD2"
"14868","ARL6IP4"
"14869","PITPNM2"
"14870","PITPNM2-AS1"
"14871","MPHOSPH9"
"14872","C12orf65"
"14873","AC068768.1"
"14874","CDK2AP1"
"14875","AC068768.2"
"14876","SBNO1"
"14877","AC137767.1"
"14878","KMT5A"
"14879","RILPL2"
"14880","SNRNP35"
"14881","RILPL1"
"14882","AC055713.1"
"14883","TMED2"
"14884","DDX55"
"14885","EIF2B1"
"14886","GTF2H3"
"14887","TCTN2"
"14888","AC117503.1"
"14889","ATP6V0A2"
"14890","DNAH10"
"14891","CCDC92"
"14892","AC079315.1"
"14893","DNAH10OS"
"14894","ZNF664"
"14895","AC068790.8"
"14896","AC068790.9"
"14897","NCOR2"
"14898","AC073592.1"
"14899","SCARB1"
"14900","UBC"
"14901","DHX37"
"14902","BRI3BP"
"14903","THRIL"
"14904","AACS"
"14905","TMEM132B"
"14906","LINC02359"
"14907","LINC02347"
"14908","LINC00943"
"14909","LINC00944"
"14910","AC079949.2"
"14911","TMEM132C"
"14912","SLC15A4"
"14913","AC108704.1"
"14914","GLT1D1"
"14915","AC055717.1"
"14916","PIWIL1"
"14917","RIMBP2"
"14918","STX2"
"14919","AC073912.1"
"14920","AC073912.2"
"14921","RAN"
"14922","ADGRD1"
"14923","AC073862.1"
"14924","LINC02415"
"14925","LINC02414"
"14926","AC117500.1"
"14927","SFSWAP"
"14928","MMP17"
"14929","AC131009.2"
"14930","ULK1"
"14931","AC131009.1"
"14932","PUS1"
"14933","EP400"
"14934","AC137590.1"
"14935","AC137590.2"
"14936","DDX51"
"14937","NOC4L"
"14938","LINC02361"
"14939","AC138466.1"
"14940","GALNT9"
"14941","AC148476.1"
"14942","FBRSL1"
"14943","AC131212.1"
"14944","P2RX2"
"14945","POLE"
"14946","PXMP2"
"14947","PGAM5"
"14948","ANKLE2"
"14949","GOLGA3"
"14950","CHFR"
"14951","AC127070.1"
"14952","AC127070.2"
"14953","ZNF605"
"14954","ZNF26"
"14955","AC073911.1"
"14956","ZNF84"
"14957","ZNF140"
"14958","ZNF891"
"14959","AC026786.2"
"14960","ZNF10"
"14961","ZNF268"
"14962","AL356259.1"
"14963","TPTE2"
"14964","MPHOSPH8"
"14965","PSPC1-AS2"
"14966","PSPC1"
"14967","ZMYM5"
"14968","AL355001.1"
"14969","AL355001.2"
"14970","ZMYM2"
"14971","GJA3"
"14972","GJB2"
"14973","GJB6"
"14974","CRYL1"
"14975","AL590096.1"
"14976","IFT88"
"14977","AL161772.1"
"14978","IL17D"
"14979","EEF1AKMT1"
"14980","XPO4"
"14981","LATS2"
"14982","LATS2-AS1"
"14983","SAP18"
"14984","SKA3"
"14985","MRPL57"
"14986","LINC00539"
"14987","ZDHHC20"
"14988","MICU2"
"14989","FGF9"
"14990","AL136962.1"
"14991","SACS"
"14992","LINC00327"
"14993","TNFRSF19"
"14994","MIPEP"
"14995","AL359736.1"
"14996","SPATA13"
"14997","SPATA13-AS1"
"14998","C1QTNF9"
"14999","PARP4"
"15000","ATP12A"
"15001","RNF17"
"15002","CENPJ"
"15003","PABPC3"
"15004","MTMR6"
"15005","AL590787.1"
"15006","NUP58"
"15007","ATP8A2"
"15008","SHISA2"
"15009","RNF6"
"15010","AL138966.2"
"15011","CDK8"
"15012","WASF3"
"15013","WASF3-AS1"
"15014","GPR12"
"15015","USP12"
"15016","USP12-AS2"
"15017","LINC02340"
"15018","LINC00412"
"15019","RPL21"
"15020","RASL11A"
"15021","GTF3A"
"15022","MTIF3"
"15023","LNX2"
"15024","POLR1D"
"15025","AL136439.1"
"15026","URAD"
"15027","FLT3"
"15028","PAN3-AS1"
"15029","PAN3"
"15030","FLT1"
"15031","POMP"
"15032","SLC46A3"
"15033","MTUS2"
"15034","MTUS2-AS1"
"15035","SLC7A1"
"15036","UBL3"
"15037","LINC00544"
"15038","LINC00365"
"15039","LINC00384"
"15040","KATNAL1"
"15041","LINC00427"
"15042","LINC00426"
"15043","LINC01058"
"15044","UBE2L5"
"15045","HMGB1"
"15046","USPL1"
"15047","ALOX5AP"
"15048","LINC00398"
"15049","TEX26-AS1"
"15050","LINC00545"
"15051","MEDAG"
"15052","HSPH1"
"15053","B3GLCT"
"15054","FRY"
"15055","FRY-AS1"
"15056","ZAR1L"
"15057","BRCA2"
"15058","N4BP2L1"
"15059","N4BP2L2"
"15060","PDS5B"
"15061","AL138820.1"
"15062","KL"
"15063","STARD13"
"15064","AL139383.1"
"15065","RFC3"
"15066","NBEA"
"15067","MAB21L1"
"15068","SOHLH2"
"15069","CCDC169"
"15070","SPART"
"15071","SPART-AS1"
"15072","RFXAP"
"15073","SMAD9"
"15074","ALG5"
"15075","EXOSC8"
"15076","SUPT20H"
"15077","CSNK1A1L"
"15078","LINC02334"
"15079","LINC00571"
"15080","UFM1"
"15081","FREM2"
"15082","PROSER1"
"15083","NHLRC3"
"15084","AL354809.1"
"15085","LHFPL6"
"15086","COG6"
"15087","LINC00598"
"15088","LINC00332"
"15089","FOXO1"
"15090","MRPS31"
"15091","SLC25A15"
"15092","ELF1"
"15093","WBP4"
"15094","KBTBD6"
"15095","AL354696.2"
"15096","KBTBD7"
"15097","MTRF1"
"15098","NAA16"
"15099","RGCC"
"15100","VWA8"
"15101","VWA8-AS1"
"15102","DGKH"
"15103","AKAP11"
"15104","LINC02341"
"15105","TNFSF11"
"15106","EPSTI1"
"15107","DNAJC15"
"15108","ENOX1"
"15109","CCDC122"
"15110","LACC1"
"15111","AL512506.3"
"15112","SMIM2-AS1"
"15113","AL589745.1"
"15114","AL138960.1"
"15115","SERP2"
"15116","TUSC8"
"15117","TSC22D1"
"15118","TSC22D1-AS1"
"15119","LINC00330"
"15120","NUFIP1"
"15121","GPALPP1"
"15122","GTF2F2"
"15123","KCTD4"
"15124","TPT1"
"15125","AL138963.3"
"15126","AL138963.1"
"15127","SLC25A30"
"15128","SLC25A30-AS1"
"15129","COG3"
"15130","ERICH6B"
"15131","SPERT"
"15132","SIAH3"
"15133","ZC3H13"
"15134","CPB2-AS1"
"15135","LCP1"
"15136","LRRC63"
"15137","LINC00563"
"15138","RUBCNL"
"15139","LINC01198"
"15140","LRCH1"
"15141","ESD"
"15142","HTR2A"
"15143","SUCLA2"
"15144","AL138962.1"
"15145","LINC00562"
"15146","SUCLA2-AS1"
"15147","NUDT15"
"15148","AL158196.1"
"15149","MED4"
"15150","MED4-AS1"
"15151","ITM2B"
"15152","RB1-DT"
"15153","RB1"
"15154","AL392048.1"
"15155","LPAR6"
"15156","RCBTB2"
"15157","CYSLTR2"
"15158","AL161421.1"
"15159","FNDC3A"
"15160","CDADC1"
"15161","CAB39L"
"15162","SETDB2"
"15163","PHF11"
"15164","RCBTB1"
"15165","ARL11"
"15166","EBPL"
"15167","KPNA3"
"15168","AL136301.1"
"15169","SPRYD7"
"15170","DLEU2"
"15171","TRIM13"
"15172","KCNRG"
"15173","DLEU1-AS1"
"15174","DLEU7"
"15175","DLEU7-AS1"
"15176","RNASEH2B-AS1"
"15177","RNASEH2B"
"15178","C13orf42"
"15179","FAM124A"
"15180","SERPINE3"
"15181","INTS6"
"15182","INTS6-AS1"
"15183","WDFY2"
"15184","AL162377.3"
"15185","DHRS12"
"15186","AL162377.1"
"15187","TMEM272"
"15188","ATP7B"
"15189","ALG11"
"15190","UTP14C"
"15191","NEK5"
"15192","NEK3"
"15193","LINC02333"
"15194","THSD1"
"15195","VPS36"
"15196","AL359513.1"
"15197","CKAP2"
"15198","HNRNPA1L2"
"15199","AL139089.1"
"15200","SUGT1"
"15201","CNMD"
"15202","PCDH17"
"15203","LINC02338"
"15204","DIAPH3"
"15205","TDRD3"
"15206","LINC00355"
"15207","PCDH9"
"15208","PCDH9-AS1"
"15209","DACH1"
"15210","MZT1"
"15211","BORA"
"15212","DIS3"
"15213","PIBF1"
"15214","KLF5"
"15215","KLF12"
"15216","LINC00402"
"15217","AL355390.1"
"15218","LINC00381"
"15219","LINC00347"
"15220","TBC1D4"
"15221","AL139230.1"
"15222","COMMD6"
"15223","UCHL3"
"15224","LMO7-AS1"
"15225","LMO7"
"15226","LMO7DN"
"15227","AL365394.1"
"15228","KCTD12"
"15229","AC000403.1"
"15230","ACOD1"
"15231","CLN5"
"15232","AC001226.2"
"15233","FBXL3"
"15234","AC001226.1"
"15235","MYCBP2"
"15236","SLAIN1"
"15237","EDNRB-AS1"
"15238","EDNRB"
"15239","RNF219-AS1"
"15240","POU4F1"
"15241","RNF219"
"15242","RBM26"
"15243","RBM26-AS1"
"15244","NDFIP2"
"15245","LINC01068"
"15246","SPRY2"
"15247","LINC00333"
"15248","MIR4500HG"
"15249","SLITRK5"
"15250","AL354896.1"
"15251","LINC00379"
"15252","GPC5"
"15253","GPC6"
"15254","DCT"
"15255","TGDS"
"15256","GPR180"
"15257","ABCC4"
"15258","CLDN10"
"15259","DNAJC3-DT"
"15260","DNAJC3"
"15261","UGGT2"
"15262","OXGR1"
"15263","MBNL2"
"15264","RAP2A"
"15265","IPO5"
"15266","FARP1"
"15267","FARP1-AS1"
"15268","STK24"
"15269","STK24-AS1"
"15270","DOCK9"
"15271","DOCK9-DT"
"15272","UBAC2-AS1"
"15273","UBAC2"
"15274","GPR18"
"15275","GPR183"
"15276","AL136961.1"
"15277","TM9SF2"
"15278","AL139035.1"
"15279","LINC00449"
"15280","CLYBL"
"15281","CLYBL-AS2"
"15282","CLYBL-AS1"
"15283","AL355338.1"
"15284","PCCA"
"15285","PCCA-AS1"
"15286","GGACT"
"15287","AL136526.1"
"15288","TMTC4"
"15289","FGF14"
"15290","FGF14-AS2"
"15291","AL158063.1"
"15292","TPP2"
"15293","METTL21C"
"15294","CCDC168"
"15295","TEX30"
"15296","KDELC1"
"15297","BIVM"
"15298","ERCC5"
"15299","AL137246.1"
"15300","AL137246.2"
"15301","EFNB2"
"15302","AL138689.2"
"15303","ARGLU1"
"15304","LINC00551"
"15305","LIG4"
"15306","ABHD13"
"15307","TNFSF13B"
"15308","AL138694.1"
"15309","MYO16"
"15310","AL161431.1"
"15311","LINC00676"
"15312","IRS2"
"15313","AL162497.1"
"15314","AL355810.1"
"15315","COL4A1"
"15316","COL4A2"
"15317","RAB20"
"15318","AL139385.1"
"15319","NAXD"
"15320","CARS2"
"15321","ING1"
"15322","LINC00346"
"15323","ANKRD10"
"15324","AL442128.2"
"15325","ARHGEF7"
"15326","TEX29"
"15327","AL359649.1"
"15328","TUBGCP3"
"15329","AL139384.2"
"15330","AL139384.1"
"15331","ATP11A"
"15332","ATP11A-AS1"
"15333","MCF2L"
"15334","AL356740.1"
"15335","MCF2L-AS1"
"15336","F7"
"15337","AL137002.2"
"15338","PROZ"
"15339","AL137002.1"
"15340","PCID2"
"15341","CUL4A"
"15342","LAMP1"
"15343","GRTP1"
"15344","ADPRHL1"
"15345","DCUN1D2"
"15346","TMCO3"
"15347","TFDP1"
"15348","TMEM255B"
"15349","GAS6-AS1"
"15350","GAS6"
"15351","GAS6-DT"
"15352","LINC00452"
"15353","LINC00565"
"15354","C13orf46"
"15355","RASA3"
"15356","CFAP97D2"
"15357","CDC16"
"15358","UPF3A"
"15359","CHAMP1"
"15360","LINC01297"
"15361","OR11G2"
"15362","OR11H4"
"15363","TTC5"
"15364","AL356019.2"
"15365","CCNB1IP1"
"15366","AL355075.4"
"15367","PARP2"
"15368","AL355075.1"
"15369","TEP1"
"15370","KLHL33"
"15371","OSGEP"
"15372","AL355075.2"
"15373","APEX1"
"15374","PIP4P1"
"15375","PNP"
"15376","AL355075.3"
"15377","RNASE4"
"15378","ANG"
"15379","EDDM3A"
"15380","RNASE6"
"15381","AL133371.2"
"15382","RNASE1"
"15383","RNASE3"
"15384","AL355922.1"
"15385","RNASE2"
"15386","METTL17"
"15387","AL355922.2"
"15388","SLC39A2"
"15389","NDRG2"
"15390","TPPP2"
"15391","ARHGEF40"
"15392","ZNF219"
"15393","TMEM253"
"15394","OR5AU1"
"15395","HNRNPC"
"15396","RPGRIP1"
"15397","SUPT16H"
"15398","AL135744.1"
"15399","CHD8"
"15400","RAB2B"
"15401","TOX4"
"15402","METTL3"
"15403","SALL2"
"15404","OR10G3"
"15405","TRAV1-1"
"15406","OR10G2"
"15407","TRAV1-2"
"15408","OR4E2"
"15409","OR4E1"
"15410","TRAV2"
"15411","AC243972.1"
"15412","TRAV3"
"15413","TRAV4"
"15414","TRAV5"
"15415","TRAV6"
"15416","TRAV8-1"
"15417","TRAV10"
"15418","TRAV11"
"15419","TRAV12-1"
"15420","TRAV8-2"
"15421","TRAV8-3"
"15422","TRAV13-1"
"15423","TRAV12-2"
"15424","TRAV8-4"
"15425","TRAV8-5"
"15426","TRAV13-2"
"15427","TRAV14DV4"
"15428","TRAV9-2"
"15429","TRAV12-3"
"15430","TRAV8-6"
"15431","TRAV16"
"15432","TRAV17"
"15433","TRAV18"
"15434","TRAV19"
"15435","TRAV20"
"15436","TRAV21"
"15437","TRAV22"
"15438","TRAV23DV6"
"15439","TRDV1"
"15440","TRAV24"
"15441","TRAV25"
"15442","TRAV26-1"
"15443","TRAV27"
"15444","TRAV29DV5"
"15445","TRAV30"
"15446","TRAV26-2"
"15447","TRAV34"
"15448","TRAV35"
"15449","TRAV36DV7"
"15450","TRAV38-1"
"15451","TRAV38-2DV8"
"15452","TRAV39"
"15453","TRAV40"
"15454","TRAV41"
"15455","TRDV2"
"15456","TRDC"
"15457","TRDV3"
"15458","TRAC"
"15459","LINC02332"
"15460","AC243965.1"
"15461","DAD1"
"15462","AC243965.2"
"15463","ABHD4"
"15464","OR6J1"
"15465","OXA1L"
"15466","SLC7A7"
"15467","MRPL52"
"15468","MMP14"
"15469","LRP10"
"15470","REM2"
"15471","RBM23"
"15472","PRMT5-AS1"
"15473","PRMT5"
"15474","AL132780.1"
"15475","HAUS4"
"15476","AJUBA"
"15477","AL132780.2"
"15478","C14orf93"
"15479","PSMB5"
"15480","PSMB11"
"15481","CDH24"
"15482","ACIN1"
"15483","C14orf119"
"15484","LMLN2"
"15485","CEBPE"
"15486","SLC7A8"
"15487","RNF212B"
"15488","HOMEZ"
"15489","PPP1R3E"
"15490","BCL2L2"
"15491","PABPN1"
"15492","SLC22A17"
"15493","CMTM5"
"15494","NGDN"
"15495","ZFHX2"
"15496","AL135999.2"
"15497","THTPA"
"15498","AP1G2"
"15499","AL135999.1"
"15500","JPH4"
"15501","DHRS2"
"15502","LINC00596"
"15503","DHRS4-AS1"
"15504","DHRS4"
"15505","DHRS4L2"
"15506","CARMIL3"
"15507","CPNE6"
"15508","NRL"
"15509","PCK2"
"15510","DCAF11"
"15511","FITM1"
"15512","PSME1"
"15513","EMC9"
"15514","AL136295.2"
"15515","PSME2"
"15516","RNF31"
"15517","AL136295.5"
"15518","IRF9"
"15519","REC8"
"15520","IPO4"
"15521","TM9SF1"
"15522","AL136295.6"
"15523","TSSK4"
"15524","CHMP4A"
"15525","MDP1"
"15526","NEDD8"
"15527","GMPR2"
"15528","TINF2"
"15529","TGM1"
"15530","RABGGTA"
"15531","DHRS1"
"15532","NOP9"
"15533","CIDEB"
"15534","LTB4R2"
"15535","LTB4R"
"15536","ADCY4"
"15537","RIPK3"
"15538","NFATC4"
"15539","NYNRIN"
"15540","CBLN3"
"15541","KHNYN"
"15542","SDR39U1"
"15543","AL132800.1"
"15544","CTSG"
"15545","AL136018.1"
"15546","GZMH"
"15547","GZMB"
"15548","STXBP6"
"15549","NOVA1"
"15550","LINC01551"
"15551","LINC02327"
"15552","PRKD1"
"15553","AL356756.1"
"15554","G2E3-AS1"
"15555","G2E3"
"15556","SCFD1"
"15557","COCH"
"15558","AL049830.3"
"15559","STRN3"
"15560","AP4S1"
"15561","HECTD1"
"15562","AL136418.1"
"15563","HEATR5A"
"15564","AL139353.1"
"15565","AL139353.2"
"15566","DTD2"
"15567","NUBPL"
"15568","AL163973.2"
"15569","LINC02313"
"15570","ARHGAP5-AS1"
"15571","ARHGAP5"
"15572","AKAP6"
"15573","AL136298.1"
"15574","NPAS3"
"15575","EGLN3"
"15576","SPTSSA"
"15577","EAPP"
"15578","SNX6"
"15579","CFL2"
"15580","BAZ1A"
"15581","AL121603.2"
"15582","SRP54"
"15583","FAM177A1"
"15584","PPP2R3C"
"15585","KIAA0391"
"15586","AL121594.1"
"15587","PSMA6"
"15588","AL133163.2"
"15589","NFKBIA"
"15590","INSM2"
"15591","RALGAPA1"
"15592","AL162311.3"
"15593","BRMS1L"
"15594","AL162311.1"
"15595","MBIP"
"15596","SFTA3"
"15597","PAX9"
"15598","SLC25A21"
"15599","SLC25A21-AS1"
"15600","MIPOL1"
"15601","AL392023.2"
"15602","SEC23A"
"15603","SEC23A-AS1"
"15604","GEMIN2"
"15605","TRAPPC6B"
"15606","AL132639.3"
"15607","PNN"
"15608","MIA2"
"15609","AL132639.2"
"15610","FBXO33"
"15611","AL049875.1"
"15612","AL352977.2"
"15613","LINC02315"
"15614","LINC02302"
"15615","C14orf28"
"15616","AL049870.3"
"15617","KLHL28"
"15618","TOGARAM1"
"15619","AL121809.2"
"15620","AL121809.1"
"15621","PRPF39"
"15622","FKBP3"
"15623","FANCM"
"15624","MIS18BP1"
"15625","AL162632.3"
"15626","RPS29"
"15627","LRR1"
"15628","RPL36AL"
"15629","MGAT2"
"15630","AL139099.1"
"15631","DNAAF2"
"15632","POLE2"
"15633","KLHDC1"
"15634","AL591767.1"
"15635","KLHDC2"
"15636","NEMF"
"15637","AL627171.2"
"15638","AL627171.1"
"15639","ARF6"
"15640","LINC01588"
"15641","VCPKMT"
"15642","SOS2"
"15643","L2HGDH"
"15644","ATP5S"
"15645","AL359397.2"
"15646","CDKL1"
"15647","MAP4K5"
"15648","AL118556.1"
"15649","ATL1"
"15650","SAV1"
"15651","NIN"
"15652","AL133485.1"
"15653","PYGL"
"15654","ABHD12B"
"15655","AL358334.3"
"15656","AL358334.2"
"15657","TRIM9"
"15658","TMX1"
"15659","LINC00640"
"15660","FRMD6"
"15661","AL122125.1"
"15662","FRMD6-AS1"
"15663","GNG2"
"15664","AL358333.2"
"15665","AL358333.3"
"15666","RTRAF"
"15667","NID2"
"15668","LINC02319"
"15669","PTGDR"
"15670","PTGER2"
"15671","TXNDC16"
"15672","GPR137C"
"15673","ERO1A"
"15674","AL133453.1"
"15675","PSMC6"
"15676","STYX"
"15677","GNPNAT1"
"15678","AL139317.3"
"15679","FERMT2"
"15680","DDHD1"
"15681","AL352979.2"
"15682","AL356020.1"
"15683","BMP4"
"15684","CDKN3"
"15685","CNIH1"
"15686","GMFB"
"15687","CGRRF1"
"15688","SAMD4A"
"15689","GCH1"
"15690","WDHD1"
"15691","SOCS4"
"15692","MAPK1IP1L"
"15693","LGALS3"
"15694","DLGAP5"
"15695","AL139316.1"
"15696","AL158801.2"
"15697","FBXO34"
"15698","AL158801.3"
"15699","ATG14"
"15700","TBPL2"
"15701","KTN1-AS1"
"15702","KTN1"
"15703","LINC00520"
"15704","AL138995.1"
"15705","PELI2"
"15706","AL355073.1"
"15707","AL355073.2"
"15708","LINC02284"
"15709","TMEM260"
"15710","AL161757.2"
"15711","EXOC5"
"15712","AP5M1"
"15713","NAA30"
"15714","CCDC198"
"15715","AL161804.1"
"15716","ARMH4"
"15717","ACTR10"
"15718","PSMA3"
"15719","PSMA3-AS1"
"15720","AL132989.2"
"15721","ARID4A"
"15722","AL139021.2"
"15723","TOMM20L"
"15724","AL139021.1"
"15725","TIMM9"
"15726","KIAA0586"
"15727","DACT1"
"15728","LINC01500"
"15729","DAAM1"
"15730","GPR135"
"15731","L3HYPDH"
"15732","JKAMP"
"15733","CCDC175"
"15734","RTN1"
"15735","LRRC9"
"15736","AL157911.1"
"15737","PCNX4"
"15738","DHRS7"
"15739","AL157756.1"
"15740","PPM1A"
"15741","LINC02322"
"15742","AL049874.3"
"15743","SIX4"
"15744","MNAT1"
"15745","TRMT5"
"15746","SLC38A6"
"15747","PRKCH"
"15748","TMEM30B"
"15749","AL359220.1"
"15750","AL355916.2"
"15751","LINC01303"
"15752","AL355916.1"
"15753","HIF1A-AS1"
"15754","HIF1A"
"15755","HIF1A-AS2"
"15756","SNAPC1"
"15757","SYT16"
"15758","PPP2R5E"
"15759","AL136038.3"
"15760","WDR89"
"15761","AL136038.5"
"15762","SGPP1"
"15763","SYNE2"
"15764","ESR2"
"15765","AL161756.1"
"15766","AL161756.3"
"15767","MTHFD1"
"15768","AL122035.1"
"15769","AL122035.2"
"15770","ZBTB25"
"15771","AKAP5"
"15772","ZBTB1"
"15773","AL049869.3"
"15774","HSPA2"
"15775","PPP1R36"
"15776","PLEKHG3"
"15777","SPTB"
"15778","CHURC1"
"15779","CHURC1-FNTB"
"15780","GPX2"
"15781","RAB15"
"15782","FNTB"
"15783","AL139022.2"
"15784","MAX"
"15785","AL139022.1"
"15786","LINC02324"
"15787","AL355076.2"
"15788","FUT8"
"15789","FUT8-AS1"
"15790","AL391261.2"
"15791","AL359232.1"
"15792","CCDC196"
"15793","GPHN"
"15794","AL049835.1"
"15795","FAM71D"
"15796","MPP5"
"15797","ATP6V1D"
"15798","EIF2S1"
"15799","PLEK2"
"15800","TMEM229B"
"15801","PLEKHH1"
"15802","PIGH"
"15803","ARG2"
"15804","VTI1B"
"15805","AL049779.1"
"15806","RDH11"
"15807","RDH12"
"15808","ZFYVE26"
"15809","RAD51B"
"15810","AL133370.1"
"15811","AL121820.2"
"15812","AL121820.1"
"15813","ZFP36L1"
"15814","ACTN1"
"15815","ACTN1-AS1"
"15816","DCAF5"
"15817","AL391262.1"
"15818","AL359317.2"
"15819","EXD2"
"15820","GALNT16"
"15821","ERH"
"15822","SLC39A9"
